review,rate

"Phòng đẹp, sạch sẽ. nhân viên dễ thương. Chỉ có điều hơi xa trung tâm 1 chút xíu thôi. (3Km)",9.4

"ok , tuy nhiên không hài lòng vè buffet tại nhà hàng. Điêm công là đa dạng nhưng điểm trừ là không chất lượngg. Theo tôi thì thà ít nhưng chất lương còn hơn nhiều mà mỗi thứ lại kh tới đâu",8.5

nhộn nhạo. quy định quá khắt ke,6

Phòng vé khách sạn cũ không xứng với giá tiền,6

Sàn nhà phòng rất bụi. Sạn chân - đến check in các bạn bell man không nhiệt tình chủ động ra xách vali giúp khách. 12h là giờ check out theo quy định. Nhưng mình sẵn sàng ở thêm giờ và trả thêm phí. Lễ tân rất bất lịch sự gọi bảo bây giờ là giờ check out rồi.,6

"Khách sạn đẹp, rộng và phục vụ tốt, tuy nhiên bf sáng không ngon lắm",8.9

"Hài lòng về dịch tuy nhiên chỉ có dịch vụ spa không nói trước về việc cần típ cho nhân viên spa, sau khi xong dịch vụ mới nói về việc cần tiền típ cho nhân viên spa nên mình cũng hơi ngại, nếu được nói từ đầu sẽ ổn hơn.",9.3

"Giường là 2 giường đơn ghép vào, quạt không sử dụng được",6.2

Trước tháng 4 có lưu trú tại đây rất ổn khi tất cả mới mở lại. Nhưng lần này khi du lịch mở lại nhiều hơn thì lại thấy quá chán.,6.4

"Sạch sẽ, thân thiện, nhiệt tình",8.5

"Vị trí gần quán ăn, đi bộ chút xíu là tới biển, phòng sạch sẽ nhân viên nhiệt tình và chuyên nghiệp, thật sự muốn quay lại nhiều lần nữa, iu Cicilia 😍",9.7

"Nhân viên nhiệt tình, thân thiện, chu đáo, phòng sạch đẹp❤️",9.7

"khách sạn vị trí ổn, nhân viên ok, tuy nhiên cơ sở vật chất hơi cũ",8.8

"Cũng không hẳn là tuyệt vời. Nếu chấm thì chấm mức trung bình. Khách sạn cũng hơi cũ, giường kêu ọp ẹp. Tôi ở phòng cuối cùng nên là góc. Xung quanh toàn kính, có rèm che nhưng rèm lại hở và có đoạn hư. Nên 5h sáng mặt trời đã rọi thẳng, nên không thoải mái. Với đã khách sạn 4-5 sao, tiền thì đã thanh toán rồi. Mà còn giữ cccd của khách",8.5

Dịch vụ tuyệt vời. Phòng cũng rất là ưng.,9.7

"Mình luôn tin tưởng dịch vụ của hệ thống khách sạn Mường Thanh. Thái độ chuyên nghiệp, phòng sạch sẽ, buffet ngon miệng! Thank",9.4

"-Khách sạn cũ, nội thất thiết bị trong phòng cũ. Phòng có mùi ẩm mốc. - Bữa sáng ít món, không ngon.",6.2

"Khách sạn tiện nghi, sạch sẽ, nhân viên thân thiện. Hẹn sớm gặp lại.",9.7

"Chăn nệm rất ngứa, chưa được sạch sẽ, tuong xây quá cao không nhìn được view",6

"Khách sạn rất gần sân bay Đà Nẵng. View đẹp, vừa nhìn được sông, cầu, vừa nhìn được biển. Phòng rộng rãi, sạch sẽ, tuy nhiên thiếu vòi sen cầm tay (chỉ có vòi sen lớn cố định trên cao), và wifi rất yếu. Nhân viên thân thiện",9.1

"Moi thu ok tôi rât hai lòng va thich nhat la lối đi rông tãi, nếu có su cô sẽ thoat hiem dễ dàng",9.7

"Resort rất đẹp, buffet sáng siêu ngon",8.5

Một nơi đáng để trải nghiệm khi có thời gian,8.5

"Khu nghỉ dưỡng lý tưởng, kiến trúc độc đáo, sang trọng và rất đáng giá. Gia đình tôi đã có kỳ nghỉ tuyệt vời, hài lòng về mọi thứ. Cảm ơn resort và đội ngũ nhân viên thân thiện, đặc biệt em lễ tân tên là My đã hướng dẫn tận tình. Gia đình tôi sẽ trở lại nơi này để được trải nghiệm hết các dịch vụ của resort.",10

"Khu nghỉ đẹp, nhân viên thân thiện và rất chu đáo. Chúng tôi đã có nhiều kỷ niềm và trải nghiệm thú vị khi ở đây khi lặn san hô, chèo thuyền thúng, lướt ván... Đồ ăn ngon và tinh tế.",9.7

Good. Đúng chuẩn quốc tế.,10

"Nhân viên tuyệt vời nhất mà tôi từng gặp trong một khách sạn! Thân thiện, chu đáo và hữu ích đáng kinh ngạc! 6 sao cho tất cả những người tuyệt vời! Kỳ nghỉ thư giãn tuyệt vời, đồ ăn rất ngon và vị trí ngoạn mục!",9.7

"Phòng đẹp, dịch vụ tốt, đồ ăn ngon, nhân viên cực kì dễ thương, có dịp sẽ ghé lại",9.7

Khách sạn có view cầu Rồng khá là đẹp. Ngồi trong phòng ngắm sông Hàn cũng thấy thú vị rồi. Thấy rất thiện cảm khi các bạn nhân viên ở đây khá là nhiệt tình. Dọn vệ sinh cũng khá sạch. Đồ ăn sáng của khách sạn 3* nên cũng không đòi hỏi nhiều. Nói chung mk thấy khá ok. Do mk không trải nghiệm các dịch vụ khác nên cũng không ý kiến. À còn ý nữa là khách sạn nên cải thiện khả năng cách âm,9.7

"Mình đặt căn hộ gia đình 3 giường ngủ. Phòng Lavender 905 xuống cấp trầm trọng, cửa toilet phòng master đóng lại là khỏi mở. Phòng ngủ master cũng không đóng lại được. khách sạn 3 sao nhưng nước uống wellcome cũng dùng loại nhái thương hiệu trên thị trường. Mình có yêu cầu đổi phòng nhưng không được đáp ứng. khách sạn có xin khắc phục nhưng cũng không nhận được sự thay đổi. Một trải nghiệm Đà Nẵng cực kỳ tệ khi mình đưa cả gia đình đến đây.",5.4

Khách sạn cạnh quán bar quá ồn đến quá nửa đêm vẫn không thể ngủ được,4.8

"Phòng cũ, có mùi hôi khó chịu không sạch sẽ, nhưng được cái gần Cầu Rồng đi dạo chơi ăn uống khá dễ",6.3

"Khách sạn bẩn và cũ, chất lượng không tốt",5.2

"Wifi yếu, khuya pin cửa hết kêu um xùm",6.6

"Cũng không phải là tệ, nhưng chỉ có đánh giá tuyệt vời và tệ. Phòng tôi ở là phòng 609, cũng thường thôi. Không lung linh như trên hình Nhưng so với vi trí đắc địa, 900k cũng tạm chấp nhận. Nhưng phòng không có nước nóng để tắm.",6.5

"Khách sạn sạch, đẹp, view biển ngay trước ks. nhân viên siêu dễ thương và nhiệt tình. Rất đáng để trải nghiệm. 10 điểm nha",8.5

Rất tuyệt vời. Trừ khâu nhận phòng do mình có bé nhỏ 3t đi cùng nhưng không được hỗ trợ nhận phòng sớm. Tất cả còn lại hoàn hảo nếu có dịp sẽ ghé lại Le Sands,10

"Khách sạn mới, phòng ổn, nội thất đẹp, view đỉnh. Nhà mình ở căn penthouse có khu phòng khách rất rộng rãi, cực thích và tiện cho gia đình đông người vui chơi. Có nhiều phòng tắm, bồn rửa mặt nên không phải nhường nhau. Nhân viên lễ tân hỗ trợ khách nhiệt tình. Mình đã có 1 kỳ nghỉ rất hài lòng. Sẽ quay lại lần sau",10

"Hotel sạch sẽ, nhân viên thân thiện, giá phòng hợp lí nhưng view biển howi buồnnn vắng tanh!",8.5

"Nhân viên nhiệt tình, phòng đẹp có view biển. Buffet sáng nhiều món nhưng lặp đi lặp lại. Không đổi",9.7

Tôi đã có kỳ nghỉ 3n2d tại ksan. Ăn sáng có nhiều món tuỳ chọn. Nhân viên nhẹ nhàng chăm sóc tốt 9/10.,9.4

"Phòng giống hình, không quá lung linh như ảnh quảng cáo. khách sạn không quá rộng. Ban công rộng rãi, ngắm bình minh hoàng hôn bao đẹp. Bãi biển ngay trước khách sạn, tiện. Xung quanh cũng có rất nhiều quán ăn, nhà hàng (giá không bình dân). Nước uống trên quầy bar ngon, hồ bơi nhỏ, nhưng view đẹp. Nhân viên phục vụ nhiệt tình và chu đáo, vệ sinh sạch sẽ. Điểm trừ: ban công có gián bò vô, hay lăn ra chết mỗi ngày. Nhân viên lắng nghe ý kiến khách hàng và khắc phục.",9.1

"View hồ bơi tuyệt vời, sẽ đến dịp kế tiếp",8.5

"Khách sạn thật tuyệt vời. Các bạn nên book phòng khi tới đà nẵng để đk trảinghiệm nhé. nhân viên thân thiện, phòng đẹp,buffer thì đa dạng nhiều món tây ta đủ cả. Ngon tuyệt. Có thêm dvu massa, phòng tập gym. khách sạn sát biển. Đi bộ qua đường là bờ biển siêu đẹp",9.7

"Phòng mới sạch đẹp Nhân viên cực kỳ thân thiện, luôn sẵn sàng hỗ trợ khj cần",9.4

"Khách sạn đẹp, buffet sáng hơi ít món",9.7

"Nhân viên thân thiện, phòng ốc sạch sẽ, buffet sáng khá ngon",9.7

"Ksan ngay mặt biển chạy sang là bãi Mỹ An cũng đông vui lắm , đặt phòng viêw xéo biển cũng rất là ok lun nha, đặc biệt ksan có đồ ăn sáng ngon. Mình đưa bme đi mà rất ưng ý lần đầu ở ksan tư nhân k nghĩ thích hơn ở chuỗi lớn 🥰 Ưng ý nhất mấy ac dọn phòng siêu sạch . Lsau đến Đà Nẵng hẹn gặp lại ",10

"Khách sạn rất sạch và gần biển! Nhân viên thân thiện, bữa sáng rất ngon! Nhất định sẽ giới thiệu bạn bè người thân và nếu đến Đà Nẵng sẽ chọn ở khách sạn!",8.5

"Vị trí đẹp gần biển, bữa sáng đầy đủ, phòng ốc ok không cũ không mới không đặc biệt. Tuy nhiên cách âm giữa các phòng hơi kém đêm ngủ nghe tiếng ngoài hành lang với tầng trên nhỏ nhỏ bạn nào thích yên tĩnh hẳn sẽ không thích lam. Bể bơi vô cực khá ổn, rộng view đẹp",8.5

"Ksan sạch sẽ, thuận tiện đi lại. nhân viên vui vẻ nhiệt tình 👌🏻",9.7

Kì nghỉ tuyệt vời. Tôi nhất định sẽ trở lại trong ngày gần nhất,10

Mình đặt phòng chì 230k nhưng được nâng hạn phòng vip. có đầy đủ tiện nghi từ bồn tắm đến hồ bơi và cả nhân viên rất nice. Chắc chắn mình sẽ quay lại 1 ngày sớm nhất.,9.7

"Phòng cũng sạch sẽ, tuy nhiên máy lạnh đối diện giường ngủ, thoát nước phòng tắm chậm. Hồ bơi rất nhỏ không giống như ảnh chụp review.",8.5

"Cơ sơ vật chất quá cũ, ẩm móc, không như trên hình, cách ăm kém ",5.4

"Tôi đã nghỉ 3 đêm tại đây. Tôi chỉ thuê để có chỗ ngủ ban đêm, vì ban ngày chỉ để đi chơi ở ngoài, nên không quá quan trọng về hình thức và không có yêu cầu cao. Tuy nhiên, dịch vụ tôi nhận được đã đáp ứng ngoài mong đợi của tôi. Tôi rất hài lòng và đã giới thiệu lại với bạn bè. Nếu có dịp quay lại Đà Nẵng sẽ ưu tiên chọn lựa nơi đây. ",9.7

"Phòng nhỏ, có mùi khó chịu, chăn gối bị bẩn",6

Phòng cũ. Hơi bẩn chút. không có chô để xe. Nắng,6.2

"Rất tuyệt vời, mọi thứ đều ok. Cảm ơn khách sạn",10

"Khách sạn quá tuyệt vời từ nhân viên đến phòng ốc, bể bơi mọi thứ tuyệt vời",9.7

"Tôi đã có những ngày nghỉ tuyệt vời tại đây, view trước biển rất tiện lợi, nhân viên nhiệt tình, tôi rất thích",9.4

"khách sạn không trang bị bàn ủi, người nhà của khách mang bàn lên thì không cho mang lên phòng bảo mang về. Nhân viên lễ tân đề nghị khách đặt dịch vụ ủi là tại khách sạn mà chi phí ủi là tại khách sạn tương đối cao. khách sạn đang định kiếm thêm chút thu nhập nên gây khó dễ cho KH ah? Nhân viên trả lời rất cứng nhắc và không được vui vẻ với khách. Lần đầu tiên đi du lịch mà gặp tình huống như vậy. Sẽ không có lần sau cho Mandila.",5.4

"Khách sạn dịch vụ rất tốt so với giá. Nhân viên thân thiện, chu đáo, chắc người Đà Nẵng đều vậy. Có buffet miễn phí buổi sáng với đồ ăn khá ngon, đa dạng, các dịch vụ khác như giặt giũ hơi mắc",9.7

"Tôi có kỳ nghỉ ở đây rất tuyệt vời ,nhà hàng thức ăn ngon, nhân viên nhiệt tình vui vẻ. Cảm ơn các bạn",9.7

"Nói chung rất tốt, sẽ còn quay lại, phòng hơi nhỏ chút so với ảnh.",9.7

"Phòng sạch sẽ, rộng rãi, phục vụ chu đáo! View ngắm mình minh cực đẹp!",10

"Đã yêu cầu giường lớn, không có cũng không hề báo lại",6.4

"Khách sạn đáp ứng được nhu cầu của tôi. Tuy nhiên, sảnh và hành lang nên có điều hoà hoặc quạt thông gió vì thời tiết khá nóng",8.5

"khách sạn mới, băng qua đường là sang đến biển, view biển rất đẹp, nhân viên thân thiện, đồ dùng trong phòng rất mới và sạch sẽ, phòng ăn hơi nhỏ, đi vào ngày thứ bảy cn, ăn sáng tầm 7h30 kín chỗ không có chỗ ngồi nhưng nhân viên rất nhiệt tình đi kiếm chỗ cho mình, gần trung tâm nên di chuyển rất tiện.",9.7

Phòng cách âm hơi kém. Nghe rỏ tiếng bấm chuông của phòng khác,6.2

"Phòng rộng, đồ đạc bố trí đẹp, nếu được lau cẩn thẩn hơn trên mặt các bàn và nhà vệ sinh thì rất hoàn hảo",9.4

สะอาด ใหม่ นอนสบายเงียบสงบมาก ใกล้สะพานมังกร ตลาดกลางคืน เดินไปตลาดกลางคืนแค่ 300 ม. close to Son Tra Night Market just walk 5 min,9.3

"Chắc chắn sẽ quay lại đây, tuyệt lắm😍",9.7

Kỳ nghỉ gia đình thật tuyệt vời. Khách sạn tuyệt vời không có gì để chê 10/10. Will comeback in summer 🥰,10

"Dịch vụ tốt, hỗ trợ nhiệt tình.",10

"Ksan xinh xắn, sạch sẽ, nhân viên thân thiện, sẽ quay lại khi có dịp",10

"Khách sạn xinh xắn và rất đáng yêu, nhân viên nhiệt tình thân thiện, phòng ốc sạch sẽ gọn gàng. Có dịp mình sẽ quay lại",9.7

"Khách sạn gần biển, sạch sẽ, nhân viên dễ thương. Mình còn được up hạng phòng luôn đó ạ",10

"Phòng cực rộng rãi, sạch sẽ. Đặt trên app  thì không bị phụ thu cuối tuần nha mng. Mình đặt phòng cả đoàn cho cty trực tiếp với khách sạn thì bị phụ thu cuối tuần, mặc dù đoàn mình 11h đêm mới check in",10

"Phòng xinh xắn, bể bơi khá chill và nhân viên cũng nhiệt tình nữa",8.8

"Khách sạn dễ thương, nhiệt tình và chu đáo",10

"Khách sạn view đẹp, ấm cúng, Nhân viên nhiệt tình, chu đáo và dễ thương hết sức, chăm sóc khách rất tận tình và niềm nở lắm . Đồ ăn sáng đa dạng và vừa miệng. Nếu có cơ hội đến Đà Nẵng nhất định sẽ ghé lại 🥰",10

"Khách sạn phòng sạch sẽ, yên tĩnh. Bể bơi sạch ok, nhưng bữa ăn sáng không ngon, tôi chỉ ăn vài miếng và tôi phải ra ngoài để ăn. Tôi sẽ suy nghĩ vấn đề quay lại đây vì đồ ăn sáng, nhưng dịch vụ các bạn mang lại rất tuyệt vời",8.5

"Một trải nghiệm thật là tuyệt, phòng ốc sạch sẽ, bạn lễ tân Trang rất là thân thiện và nhiệt tình, nếu có dịp mình vẫn muốn quay lại đây.",9.7

"Phòng sạch sẽ, decor đẹp, giá quá rẻ",9.4

"Chuyến đi thoải mái, nhân viên thân thiện, vị trí rất gần biển, tiện đi lại ở bãi biền Mỹ Khê và đường lên bán đảo Sơn Trà. Vào trung tâm chỉ cần qua cầu Rồng cách tầm 3km. Thích nhất là cái bể tắm này. Ngày nào cũng tắm bằng Bubble Bar của Lush thật tuyệt vời Khuyết điểm: Máy lạnh hơi nóng, tủ lạnh không có hệ thống điện riêng rút chìa khoá tủ lạnh tắt luôn nên các bạn mua quà chú ý xin nhân viên cho 1 thẻ cắm riêng",9.4

"Phòng dễ thương,cách âm hơi kém nên nghe được mọi người đi với nói chuyện ở dưới tầng 1 nhưng bù lại nhân viên siêu dễ thương và nhiệt tình. Nhất định sẽ ở lại đây vào lần tới ghé Đà Nẵng",9.7

"khách sạn mới và đẹp, nhân viên cũng rất dễ thương và nhiệt tình. hình trên mạng và bên ngoài y chan nhau, không bị lừa tình nha.",9.7

"Phòng siêu đẹp & thơm, nhân viên phục vụ tận tình thân thiện. cực thích & sẽ quay lại nơi đây ^^",9.7

Rất hài lòng với dịch vụ của khách sạn. Có dịp sẽ quay lại!,9.7

Phòng rất đẹp. khách sạn nhỏ vị trí khó tìm.,9.1

"Hoàn hảo như mọi khi, giường thoải mái và trang trí đáng yêu. Bất cứ điều gì khách có thể cần cho một nơi nghỉ ngơi đều được thiết lập theo cách thuận tiện nhất, liên lạc tuyệt vời từ đội ngũ quản lý.",9.4

"Mình và bạn mình đã có những ngày ở đây thật tuyệt vời. Nhân viên thân thiện, phòng ốc sạch sẽ. Phòng mình đặt là phòng view biển, nên mình đã có những hôm ngắm bình minh và hoàng hôn thật tuyệt. Mình nhất định sẽ chọn khách sạn này cho những lần tiếp theo",9.7

"giá cả hợp lý, view đẹp, nhân viên nhiệt tình",8.5

"Khách sạn sạch sẽ, nhân viên nhiệt tình. Điểm trừ là vòi nước nóng lúc mở phải đợi 20' hơn mới thấy ấm nhẹ. Phòng mình ở cách âm không tốt, tầng trên làm gìcũng nghe tiếng, khách đi ngoài hành lang vẫn nghe tiếng bước chân, mặc dù phòng mình là đi vào phong la nhà vs, cách tủ rồi mới đến giường đó",8.7

"Gia đình tôi đã nghĩ tại khách sạn 2 đêm, một khách sạn rất tuyệt vời. Gđ tôi được trải nghiệm với giá rất tốt cho một dịch vụ khách sạn 3 sao cứ ngỡ như là ở khách sạn 4 sao vậy, kháchsạn sang và đẹp.",9.4

"Khách sạn rất sạch sẽ, các bạn lễ tân luôn vui vẻ. Mình book trên app phòng view núi nhưng lúc check in được đổi thành view biển. Mình rất thích view biển luôn. Lúc nào đến Đà Nẵng mình cũng book Gold Boutique và luôn luôn hài lòng khi ở đây. Hẹn lần sau nhé Gold Boutique.",9.1

"Phòng sạch sẽ, view ok, sẽ quay lại",9.4

"Khách sạn sạch sẽ. Nhân viện lịch sự, thân thiện. Sẽ quay lại vào kì nghỉ tới",8.5

Rất tuyệt vời. Phòng view đẹp nhân viên thân thiện,9.1

"Phòng sạch sẽ, giống trông hình. 11h đêm lễ tân gọi lên để hỏi tôi có nhận nhầm phòng không vì có 1 booking trùng tên với mình, dù ban đầu lúc check-in tôi đã show ra mã nhận phòng. Khá phiền cho 1 cuộc gọi đêm khuya như vậy.",8.5

Phòng đẹp. nhân viên thân thiện. Bữa sáng ngon. Mỗi hơi xa trung tâm một chút.,9.7

"Khách sạn có vị trí thuận tiện để ăn chơi. Ngay biển mỹ khê, biển rất đẹp, sạch trong, thấy cả cá. Phòng đủ tiện nghi. Nhà hàng lầu 20 nấu ăn rất ngon, chủ yếu món âu. Bar view đẹp, nước uống rẻ. Chắc chắn sẽ quay lại.",8.5

"Khách sạn gần biển. Phòng ốc sạch sẽ,nv thân thiện, vui vẻ buffe sáng thì hơi ít món👍",9.7

Khách sạn rất xinh nhân viên thân thiện nhiệt tình chuyên nghiệp. Đồ buffe sáng ngon đổi món hàng ngày,8.5

"Vị trí sát biển, nhân viên rất tuyệt, spa cực đã, rất hài lòng",10

"Khách sạn ngay sát biển, nhân viên nhiệt tình, thân thiện, lịch sự. Phòng ốc đẹp, sạch sẽ. Trải nghiệm tuyệt vời 🥰",9.7

Khách sạn sạch sẽ các bạn nhân viên rất nhiệt tình và chu đáo,9.7

"Khách sạn sạch sẽ, tốt. Gía cả phù hợp. Nhân viên dễ thương, nhiệt tình. Dịch vụ và tiện nghi khu vực ổn định và phù hợp.",9.7

"Phòng sạch sẽ, đẹp hơn mình mong đợi.",9.7

Phòng sạch sẽ nhân viên nhiệt tình,8.5

"Sạch sẽ, giá cả hợp lý cho du lịch tiết kiệm!",8.5

Khách sạn gần biển giá rẻ mà phòng lại rất sang trọng sạch sẽ. Nhân viên nhiệt tình dễ thương,9.7

"Nhân viên rất dễ thương, phòng sạch sẽ và đầy đủ. Giá rẻ. Nếu có cơ hội sẽ quay lại",8.7

"Sạch sẽ, phục vụ tận tình. Phòng hơi bụi",9

"Khách sạn đẹp, sạch sẽ. Nhân viên thân thiện. Quá hài lòng",10

Sạch sẽ thoáng mát lễ tân khách sạn nhiệt tình dễ thương 🥰,9.7

"Khách sạn rất đẹp và hiện đại, nhân viên tuyệt vời.",8.5

"Khách sạn tốt, yên tĩnh, view đẹp, phòng tắm hơi nhỏ, có bar và spa xịn xò, nhân viên nhiệt tình.",10

"Khách sạn sạch sẽ, đẹp, đặt biệt nhân viên cực kỳ dễ thương và nhiệt tình ♥️",9.7

"Rất tuyệt vời View đẹp,sạch sẽ,thức ăn ít món nhưng rất ngon Lễ tân và nhân viên phụv vụ rất chuyên nghiệp Cảm ơn khách sạn đã cho 1 kỳ nghỉ tuyệt vời",10

"khách sạn đẹp sạch sẽ, nhân viên nhiệt tình dễ thương. Nhiều gó sống ảo lắm nha. Có dịp quay lại đà nẵng vẫn sẽ ở khách sạn này",10

"Phòng sạch sẽ giống hình, view ngắm trọn sông Hàn và cầu rồng. Vị trí trung tâm thành phố thuận tiện đi lại. Khách sạn cho thuê xe máy ngay tại sảnh. Dưới chân khách sạn có quán cafe đồ uống rất ngon",9.7

"Phòng ấm cúng sạch sẽ, có đầy đủ tát cả vật dụng thiết yếu, khi có người ở hành lang thì nghe tiếng khá rõ có thể do phần cửa chính cách âm kém(ý kiến cá nhân) nhưng sau khi người khác đi vào phòng thì không ồn nữa, nhân viên thân thiện, sky lounge nhạc khá chill nhưng view hơi vướng bởi thanh chắn. Nhất định sẽ quay lại",8.8

"Lavabo quá nông. Mỗi khi rửa tay, rửa mặt đều phải thao tác cẩn thận để không văng tung tóe ra ngoài. Cách âm không tốt. Gương chiếu vào giường gây khó ngủ, giật mình khi thức dậy.",6.5

"Vị trí thuận lợi, view đẹp, có cafe bên dưới và bar buổi tối rất chill. Spa có xông hơi khô nước gội đầu thảo dược. Nhân viên lễ tân, bảo vệ, spa đều rât dễ thương. Phòng và hồ bơi tuy nhỏ, nhưng HaiAn là lựa chọn hợp lí khi đến Đà Nẵng",9.7

"Nhân viên thân thiện, cảnh quan sạch. Rất ưng mấy anh trông bể bơi với bờ biển.",8.7

"Thoải mái, nhân viên nhiệt tình dễ thương lắm",8.5

"4 năm quay lại đây mình khá thất vọng, resort đã khá cũ, xung quang khuôn viên villa chưa được chăm chút, hồ nước hồ bơi lá cây khá nhiều, nước hồ bơi bẩn. Sàn nhà cũ nhiều vết bẩn, muỗi nhiều.",9.1

"1, Bữa sáng Khách sạn chỉ có 3 món 2, Hút mùi không biết có thật không, hôi quá 3, Chưa sạch lắm",5.6

"Đẹp. Nhưng lúc đặt phòng app không ghi rõ, đến khi check in resort báo chỉ có được 6 tiếng lưu trú, phải thêm tiền.",8.5

Tôi rất thích khách sạn này !!!!,10

"Công tắc đèn trong phòng thiết kế lộn xộn, mới bước vào phòng không bật được đèn ngay, phải lọ mọ đến tận giường ngủ mới bật được công tắc chính. Nhân viên thân thiện, phòng ốc và cảnh quang thiết kế đẹp, đồ ăn ngon.",9.1

"Chúng tôi đã có một kỳ nghỉ rất tuyệt tại đây! Naman là 1 trải nghiệm hoàn toàn khác biệt. Văn hóa Việt mộc mạc hòa vào không gian resort độc đáo, tiện nghi, thân thiện. Thanks All",10

"Nơi nghỉ lễ tuyệt vời. Phục vụ nhiệt tình. Chỉ có một điều là trong các căn villa nên setup sẵn bát đĩa, đồ bếp để tiện cho việc nấu ăn.",9.7

"Dịch vụ rất tốt, nhân viên rất lịch sự, dễ thương",8.5

"Dịch vụ tốt, phòng chất lượng tốt, nhân viên thân thiện. Đồ ăn rất chán và ít món. Gọi đồ ăn thì rất lâu.",9.3

"Tuyệt vời, sạch sẽ, thân thiện, ăn sáng ít món",6.5

Khách sạn rất ổn trừ vài góc không an toàn cho người lớn và trẻ em,8.5

"Mình thích cảnh quan của khách sạn, bày trí với chiếc đàn piano ở sảnh thật dễ thương. Thức ăn sáng rất đa dạng. Vị trí cực kỳ thuận lợi khi đối diện các quán ăn ngon.",9.7

Mình rất hài lòng các dịch vụ ở đây . Nhân viên rất nhiệt tình chu đáo. Mình sẽ quay lại ngày gần nhất,9.7

"Bên khu nghỉ dưỡng rất tận tâm, thân thiện, phục vụ chu đáo. Phòng trang trí kỷ niệm ngày cưới của vợ chồng mình rất đẹp và đáng yêu ❤️",9.7

Phòng hơi chật. Nhưng dv thì ok. Nhân viên lịch sự.,8.5

"Đến nhận phòng gần 15h nhưng vẫn chưa sẵn sàng, yêu cầu KH chờ đợi",6.2

"Resort trong phố đi lại rất tiện, nhân viên thân thiện, phòng ốc sạch sẽ, tiện nghi. Mình thực sự rất thích. Hồ bơi to đẹp, trẻ con mê luôn. Hẹn gặp lại lần tới nha",8.5

"Resort đẹp, màu sắc rất bắt mắt. Tuy nhiên khuôn viên khá nhỏ,thật sự chưa phù hợp được gọi là resort. Các bạn Nhânviên rất nhiệt tình, luôn vui vẻ. Buffet ngon,thức ăn phong phú 👍",10

"Khách sạn chưa tới mức 5 sao, trang thiết bị hiện đại, khuôn viên hơi nhỏ, gần biển, ăn sáng ít món nhưng ngon Nhân viên tiếp tân thân thiện, nhưng bộ phận bảo vệ bên ngoài ca sáng chưa thân thiện, giao tiếp với khách không nhiệt tình, thái độ hơi hằn học",8.8

"Chổ ở sạch sẽ, thoải mái chỉ có điều không bán đồ ăn hơi bất tiện",8.4

"Phòng lúc đầu nhận hơi bé và chưa đã dọn. Sau khi báo thì đã được đổi, trông khac ổn so với giá",8.5

Nên sửa lại vị trí trên Google Map. Tìm kiếm khá khoa khăn. Còn lại dịch vụ tuyệt vời.,8.5

"Phòng hiện đại, thoáng mát, giá rẻ, nhân viên dễ thương",9.7

"Mình ở phòng studio khá thoải mái có bếp tiện nghi, ở 3 ngày đều được lau dọn mỗi ngày thay ga và vệ sinh nhà tắm và bếp, nhân viên và lễ tân đều vui vẻ, không có trách móc hay ý kiến thái độ với khách, cho khách sạn 5⭐️ Rất vừa lòng, sẽ quay lại nếu có dịp. ",9.4

Nhân viên nhiệt tình nha mọi người,8.5

"phòng khá ok, nhỏ hơn trong hình 1 tí, giường rộng 2 người vẫn còn dư luôn :)))) tuy nhiên phòng hơi có mùi mốc, nhà vệ sinh lúc xả nước được lúc không kkkk. Nhân viên và mấy cô dọn phòng siêu dễ thương luôn, rất thích ",9.4

Mùi phòng có mùi khách hàng trước quá hôi,6

"Phòng đặt stand double đưa twin room và yêu cầu nâng lên, nước ban đêm thì lạnh, nước ban ngày thì nóng, không thể điều chỉnh. Phòng thì thiếu đồ dùng cá nhân",5.4

"Chúng tôi đã có kỳ nghỉ cuối tuần tuyệt vời tại TIA Resort. Tất cả đều là perfect, sang chảnh chi tiết từng centimet, quản lý và nhân viên rất nhiệt tình, pro, ăn sáng thật ấn tượng, ngon và lạ. Cảm ơn các bạn nhiều. Tôi sẽ nhiều lần come back TiA Resort.",8.5

"Kỳ nghỉ ấm áp. Nhân viên nơi đây rất thân thiện và hiểu biết rõ công việc của mình, tư vấn cho khách rất hiệu quả. Phòng ở rất sạch sẽ, ấm cúng, bố trí hợp lý. Nhà hàng nhỏ gọn, thức ăn tạm ổn nhưng chưa phong phú. Thức uống pha chế khá ngon. Điểm nổi bật là dịch vụ spa, chuyên nghiệp và tư vấn tốt. Đa số nhân viên có tay nghề tốt.",9.7

"Khách sạn rất đáng giá cho kì nghỉ trăng mật cho cặp đôi, 2 liệu trình spa mỗi ngày cho mỗi khách, là nơi đáng để ở 1 lần trong đời. Cảm ơn vì tất cả, Fusion Maia Đà Nẵng.",10

"Phòng đẹp, sạch sẽ, dịch vụ tốt, buffet ngon",8.5

"Phòng đẹp, nhân viên thân thiện, buffet sáng ít món",8.5

"Tuyệt vời, nhân viên nhiệt tình chu đáo.",10

Phòng và phục vụ thì ok và tốt. Nhưng đồ ăn thì không đa dạng lắm.,9

